Brightness (mean),Contrast (std dev),Michelson Contrast,Sharpness (Laplacian),Sharpness (Tenengrad),Noise (flat region std),Noise (wavelet std),Estimate_noise_std(lapplacian variance),Stage,Hash,Filename
166.89680251141553,34.428060059440355,0.9999999999607844,236.9231397100756,40.48600312436586,25.080930708873183,4.813602930562948,0.0,Original,8a9d077053ee10a0bc180e57ba213cef,
126.45004223744291,88.50323259644838,0.9999999999607844,39947.76153570924,237.43737594178336,88.39049303963571,46.47333387690594,0.5689800634595916,Static,516b5b07c97242b61e58e75ed5520994,
143.16267465753424,56.30132140120697,0.9999999999607844,4332.16780000666,148.33477499354998,55.82643544908056,19.68320958095036,0.0,Adaptive,755c1a9eab8e220efe87ec7ded383db7,
174.6803116438356,49.15984805943851,0.9999999999607844,82.741920481094,17.859887772192153,26.23378855084289,2.7113812543106355,0.2506662075194083,Original,7f045b8b73bb145b2802787e55df81e7,IS20250115_171841_9465_61003253.dcm
126.24952739726028,77.12200491734322,0.9999999999607844,5978.722288050699,56.395390677482695,46.10911472492102,16.710883845002417,2.084064117428796,Static,6049590c8fb009eef44ff70a9d2e2035,IS20250115_171841_9465_61003253.dcm
163.92333447488585,54.44151170382922,0.9999999999607844,1020.3566725908532,55.424620760774914,45.27146491624757,8.58393793187606,0.0,Adaptive,ec4bf8fc884cf3327be65a954b45d30b,IS20250115_171841_9465_61003253.dcm
174.68005936073058,49.81544332528926,0.9999999999607844,1387.6224140050458,35.71704180235274,27.5303325265056,8.144545668901808,0.0,ML,9254c63e190b3da5fe84c06a85ea21b9,IS20250115_171841_9465_61003253.dcm
126.35082762557076,75.08874997743325,0.9999999999607844,229.1559768188945,35.009241429736456,42.51576134323355,4.799802747502677,0.8367200480281929,ML,6f83c25b8ab60dbbd9d1f4ace04e2c6d,IS20250115_171841_9465_61003253.dcm
174.68054680365296,49.30702267470093,0.9999999999607844,119.31974053412016,22.869233649232417,26.563684928225825,3.3263832252078736,0.2535712746786652,ML Iter 2,7d2717d792927912e1a3de014ec8a038,IS20250115_171841_9465_61003253.dcm
174.66061529680366,50.57307290175704,0.9999999999607844,2536.751317080107,50.83784669364095,29.16952535122724,11.39121451592834,0.0,ML Iter 3,88002ac01864b193c52a12ec2405e7eb,IS20250115_171841_9465_61003253.dcm
174.6663413242009,49.54995426385543,0.9999999999607844,205.91280249919737,29.69463543650425,27.054745886527023,4.376688949763429,0.2368069626016538,ML Iter 4,ed81662e7d9ca907d86e3779648eb4da,IS20250115_171841_9465_61003253.dcm
174.6562614155251,49.40855180073402,0.9999999999607844,121.79514971038448,23.09074918809531,26.7295698742644,3.417140843189119,0.5111232840148174,ML Iter 5,8fd07c99cb8ac135acad657ee9c4c5f6,IS20250115_171841_9465_61003253.dcm
174.64939155251142,50.74760899934438,0.9999999999607844,2821.3774722039443,48.86656792046836,29.60721390200876,11.517539711131777,0.0,ML Iter 6,eec3e4320acb6db8165bd0e41593d55f,IS20250115_171841_9465_61003253.dcm
174.65590525114155,49.66510863242398,0.9999999999607844,217.13262636016256,30.28162839011292,27.252923164427983,4.573930413728185,0.5832751883869366,ML Iter 7,ae3c3c6454f84621ffdbcec7d8b5b024,IS20250115_171841_9465_61003253.dcm
174.65234589041097,49.521223998868535,0.9999999999607844,152.0774114014499,24.358507535101424,26.922292239116555,3.7825866219908577,0.5482715432946818,ML Iter 8,3232f3e4457f5ed4bae1c9a6cffb267b,IS20250115_171841_9465_61003253.dcm
174.65108447488583,49.45708942132962,0.9999999999607844,126.92674621833233,21.41342452369028,26.778500244424563,3.4445834626571954,0.5238300918387657,ML Iter 9,e863e28420ebafeae030a29001ad694f,IS20250115_171841_9465_61003253.dcm
174.66010730593607,50.83446039221308,0.9999999999607844,3079.16834659948,44.77574306151946,29.86196566834072,11.790554958081216,0.0,ML Iter 10,dc3ef40605d16be006a263f84b44bb4d,IS20250115_171841_9465_61003253.dcm
126.80936301369864,78.57736408231017,0.9999999999607844,19446.06635220849,91.5356035546687,57.99023050978822,29.34907142574665,0.9085101842246166,Adaptive,28a824098a7f94134a4cd502695055e6,IS20250115_171841_9465_61003253.dcm
126.96172488584476,74.37838148311376,0.9999999999607844,1028.9346722573953,56.2784548178344,50.71175740133476,9.828867232622793,1.94603813911222,ML,9237938377fcad8900785053c014bba5,IS20250115_171841_9465_61003253.dcm
127.21757762557078,92.95268047979404,0.9999999999607844,72002.2141384374,294.4883714466756,92.75662000021556,60.649333915607066,0.8772367028305477,Adaptive,987b232bab194792db40110c560316f3,IS20250218_193621_8940_10081171.dcm
128.1839794520548,81.84641468486386,0.9999999999607844,7524.025775266386,207.86027626950087,82.32603881016617,27.797905598424546,0.9863079700213828,ML,9644f7f518b01fe0b4f8153ffb99c03b,IS20250218_193621_8940_10081171.dcm
163.88637328767123,53.925367110161424,0.9999999999607844,249.6405058849573,41.47288710519899,44.55585329514156,5.183396908693765,0.0,ML,0f418ea6c8d565391567d0ac9166af93,IS20250115_171841_9465_61003253.dcm
124.50322260273973,88.61148056167285,0.9999999999607844,75373.78274850061,206.3990480931417,81.50117372009461,57.25044647804686,0.9908716069124128,Adaptive+Static,15720da9906b8f7344da8f8eb8ffb139,IS20250115_171841_9465_61003253.dcm
122.13540525114156,94.73119797487976,0.9999999999607844,146352.85565350222,188.0477417010312,81.32128048458196,70.77770544448468,0.5085092829210178,ML+Static,6c4e9cb216fa418bf6aecb58538637d4,IS20250115_171841_9465_61003253.dcm
133.0957796803653,114.94715069528762,0.9999999999607844,244679.40794973169,456.16866785435786,114.4462399120208,110.96845881003937,0.0,Final_Adaptive,1cddf362c198aaa95c09da1462165791,IS20250115_171841_9465_61003253.dcm
111.70317922374429,123.13074804117858,0.9999999999607844,330261.2402737545,474.0032911835158,121.90746864333988,124.82878581681746,0.0,Final_Adaptive+Static,705f632776b8f7191fdb8d5a333af609,IS20250115_171841_9465_61003253.dcm
122.712799086758,101.93394203338984,0.9999999999607844,250128.74619829984,269.4020880740968,100.38427476950925,93.70857744179712,0.0,ML->Heuristic->Static,7746433d595eb815398c5e5f98c5c56f,IS20250115_171841_9465_61003253.dcm
125.89068493150684,98.00973944002526,0.9999999999607844,211223.4719111069,227.31708469787856,93.3254064296091,84.75544458791764,0.6288923778319059,ML->Static->Heuristic,4c5a7e4838f30b48218b70b7baa55314,IS20250115_171841_9465_61003253.dcm
116.35366552511417,83.57152331144795,0.9999999999607844,89.4367351560174,26.594470439891232,86.07195619204515,3.1745280169092527,0.0,Original,6765eeb311b4e0482a2757b918b4c96f,IS20250116_180218_7445_56958340.dcm
127.13495662100456,77.18454692765476,0.9999999999607844,8733.948859454338,100.4167792465201,84.22143805671426,21.789277720498244,1.690115826927028,Static,8b1c6b3015a2266326940743ed07daad,IS20250116_180218_7445_56958340.dcm
118.08651255707764,76.87261914229697,0.9999999999607844,905.2042860999514,63.23416330473832,82.82309344631427,8.689558804146724,0.0,Adaptive,7b07fef484b085b22edf0f81c262b1fd,IS20250116_180218_7445_56958340.dcm
116.19863356164385,84.05099346510274,0.9999999999607844,232.08840478562647,33.46276067099314,86.59746087480164,4.816696087253184,0.0,ML_10x,ee07d3668a4426d18e3f01e521e9ebf3,IS20250116_180218_7445_56958340.dcm
129.11788698630136,82.74033138157805,0.9999999999607844,51682.17949141166,209.6966270167856,86.45724432941206,49.32767655893874,0.0,ML->Heuristic->Static,0e3baa45c93371bf9bf0ce7a89eff506,IS20250116_180218_7445_56958340.dcm
126.20055251141552,78.77876914618483,0.9999999999607844,46755.41984035436,201.84699696983705,83.94843215089975,48.04857987725597,0.4368379957448235,ML->Static->Heuristic,c65a53303d1b474a6c181413069a99c9,IS20250116_180218_7445_56958340.dcm
115.78117123287672,77.10656053733443,0.9999999999607844,811.612800722169,59.80518310164809,83.92334425590222,8.235978428604346,0.0,Adaptive,f8d482ad4f91a4ec6869bacd6461bf45,IS20250116_180218_7445_56958340.dcm
129.79758675799087,82.11483202484494,0.9999999999607844,47733.31270262443,197.45860007188543,86.16311054926595,47.35327345176679,0.2466421840305493,ML->Heuristic->Static,d9b63eb6b1512dce1cce90e8c2bb14b2,IS20250116_180218_7445_56958340.dcm
123.88848515981736,79.91019985250828,0.9999999999607844,45783.09456206243,197.5900303160845,85.69423187722761,47.47274630298517,1.0759899724003157,ML->Static->Heuristic,47c7ee5411f68c24d5476c4e08a03094,IS20250116_180218_7445_56958340.dcm
116.40177511415526,84.23410780724069,0.9999999999607844,2061.7699515613613,52.43358944825819,86.71018179238843,10.345737654497556,0.0,ML,d72277911973dcd886421580a5c08c40,IS20250116_180218_7445_56958340.dcm
130.8419680365297,76.7325392412498,0.9999999999607844,116.69788312345442,29.18777521571466,53.58515276027133,3.541837327750232,0.0,Original,d570c0f442cd7ede037c257bec6dc0e7,IS20250115_190348_9148_86297118.dcm
125.71527511415523,75.54300812594471,0.9999999999607844,2744.5560641445345,43.39791344243078,61.93000891116664,11.787799733993316,2.226884501863557,Static,6662e800ba1346cea0d3437174956f53,IS20250115_190348_9148_86297118.dcm
129.65534703196346,71.24905874371863,0.9999999999607844,1171.7956521985311,68.84077425751116,54.66392193827776,9.734309304714058,0.0,Adaptive,6714d8ffe53336b50da0fe287170578b,IS20250115_190348_9148_86297118.dcm
130.82731735159817,77.93387753384873,0.9999999999607844,4047.335917564166,51.90779107904597,55.61600735010599,13.429866924570383,0.0,ML_10x,686413942062531c72dfa656e20b9da2,IS20250115_190348_9148_86297118.dcm
121.42158447488583,96.59771469049106,0.9999999999607844,200917.5437541368,232.7472505323815,94.17387678293828,83.25117197550962,0.0,ML->Heuristic->Static,92779a50848be1164022d0fbbdf0b661,IS20250115_190348_9148_86297118.dcm
122.130350456621,91.42711915622162,0.9999999999607844,185084.01683747256,216.84659808055056,90.17387361821386,79.13742627764364,0.0,ML->Static->Heuristic,485ba804d5c539a7a682a20c0a3da380,IS20250115_190348_9148_86297118.dcm
121.16455821917808,68.9160702362123,252.99999747000004,101.08389935603796,30.423027240580108,75.80772646476046,3.6573489473498833,9.94904611848781,Adaptive,f4b0c44ced72614961e40cd48191f415,IS20250116_180218_7445_56958340.dcm
116.35878538812786,83.69689543232016,0.9999999999607844,229.93488228748225,33.457692689373715,86.20228277306143,4.491599700550256,0.0,ML_1x,b9a8c38ddc7245142cd59e7f26aa49ee,IS20250116_180218_7445_56958340.dcm
116.43663470319635,83.55684175741602,0.9999999999607843,257.46568201655515,7.686413035387929,86.2588836185528,4.175648652328287,2.3415537470181813,ML_10x,8e8d6932130586da1deca97ba561e198,IS20250116_180218_7445_56958340.dcm
